source_pdf,page_number,accident_code,accident_name,basic_fault_ratio,modification_factors,related_cases,raw_text
과실비율인정기준,105,,,27,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:104; 여 기본 과실비율을:20; 여 최고:20,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 104
사고 상황
⊙ 보27-2 보도와 차도의 구별이 없는 도로에서 차량이 도로의 가장자리에서 차량의 동
일 (반대)방향으로 통행하는 보행자를 충격한 사고이다.
⊙ 보28 보도와 차도의 구별이 없는 도로에서 차량이 도로의 중앙부분에서 차량의 동일
(반대)방향으로 통행하는 보행자를 충격한 사고이다.
기본 과실비율 해설
⊙ 보27-2 도로교통법 제27조 제4항에 따라 차량은 차도측단을 보행하는 보행자와 거리
를 두고 진행하여 보행자를 보호할 의무가 있으므로 차량의 일방과실로 정하였다.
⊙ 보28 보행자가 도로 중앙부분을 진행한 경우 차량 주행에 부주의한 보행자의 과실을 인정
하여 기본 과실비율을 20%로 정하였다.
수정요소(인과관계를 감안한 과실비율 조정) 해설
① 간선도로의 경우에는 운전자에게 보행자의 차도보행 예견가능성이 적으므로 보행자의
과실을 10%까지 가산하고 차도측단을 제외하고"
과실비율인정기준,106,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:105; )은 제:8,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 105
③ 보행자는 다음 각 호의 어느 하나에 해당하는 곳에서는 도로의 전 부분으로 통행할 수 있다.
이 경우 보행자는 고의로 차마의 진행을 방해하여서는 아니된다.
1. 보도와 차도가 구분되지 아니한 도로 중 중앙선이 없는 도로(일방통행인 경우에는 차선으로
구분되지 아니한 도로에 한정한다. 이하 같다)
2. 보행자우선도로
④ 보행자는 보도에서는 우측통행을 원칙으로 한다.
⊙ 도로교통법 제9조(행렬 등의 통행)
① 학생의 대열과 그 밖에 보행자의 통행에 지장을 줄 우려가 있다고 인정하여 대통령령으로
정하는 사람이나 행렬(이하 “행렬 등”이라 한다)은 제8조제1항 본문에도 불구하고 차도로
통행할 수 있다. 이 경우 행렬 등은 차도의 우측으로 통행하여야 한다.
② 행렬 등은 사회적으로 중요한 행사에 따라 시가를 행진하는 경우에는 도로의 중앙을 통행
할 수 있다.
⊙ 도로교통법 제27조(보행"
과실비율인정기준,108,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:107,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 107
⊙ 도로교통법 제6조(통행의 금지 및 제한)
① 시·도경찰청장은 도로에서의 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기
위하여 필요하다고 인정할 때에는 구간(區間)을 정하여 보행자, 차마 또는 노면전차의
통행을 금지하거나 제한할 수 있다. 이 경우 시·도경찰청장은 보행자, 차마 또는 노면전차의
통행을 금지하거나 제한한 도로의 관리청에 그 사실을 알려야 한다.
② 경찰서장은 도로에서의 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기 위하여
필요하다고 인정할 때에는 우선 보행자, 차마 또는 노면전차의 통행을 금지하거나 제한한
후 그 도로관리자와 협의하여 금지 또는 제한의 대상과 구간 및 기간을 정하여 도로의 통행을
금지하거나 제한할 수 있다.
⊙ 도로교통법 제28조(보행자전용도로의 설치)
① 시·도경찰청장이나 경찰서장은 보행자의 통행을 보호하기 위하여 특히 필요한 경"
과실비율인정기준,109,보29,-2,0,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:108; 기본 과실비율:0; 시야장애:+5; 량 진행 방해:+15; 의 현저한 과실:-10; 의 중대한 과실:-20; 는 도로교통법 제:8; 의 과실을:15,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 108
보행자 우선도로 사고
보29-2
(보) 보행자 우선도로 보행
(차) 보행자 우선도로 침범 주행
보행자 기본 과실비율 0
야간·기타 시야장애 +5
① ㄹ자 보행 +5
과 ② 고의로 차량 진행 방해 +15
실
비 주택·상점가·학교 -5
율 집단보행 -5
조 어린이·노인·장애인 -5
정 어린이·노인·장애인 보호구역 -15
예
차의 현저한 과실 -10
시
차의 중대한 과실 -20
보행자 급진입 비적용
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
사고 상황
⊙ 도로교통법 제2조 31의2, 제8조 제3항, 제27조 제6항 및 제28조의 2에 따라 설치된 보행자
우선도로에서의 차량과 보행자간 사고이다.
기본 과실비율 해설
⊙ 도로교통법 제27조 제6항에 따라 보행자우선도로에서 보행자의 옆을 지나는 경우에 보행
자와 거리를 두고 진행해야 "
과실비율인정기준,110,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:109; “보행자우선도로”란 「보행안전 및 편의증진에 관한 법률」 제:2; 우선도로”란 「보행안전 및 편의증진에 관한 법률」 제:2; 의 통행속도를 시속:20,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 109
관련 법규
⊙ 도로교통법 제2조(정의)
31의2. “보행자우선도로”란 「보행안전 및 편의증진에 관한 법률」 제2조제3호에 따른 보행자
우선도로를 말한다.
⊙ 도로교통법 제8조(보행자의 통행)
③ 보행자는 다음 각 호의 어느 하나에 해당하는 곳에서는 도로의 전 부분으로 통행할 수 있다.
이 경우 보행자는 고의로 차마의 진행을 방해하여서는 아니 된다.
2. 보행자우선도로
④ 보행자는 보도에서는 우측통행을 원칙으로 한다.
⊙ 도로교통법 제27조(보행자의 보호)
⑥ 모든 차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서 보행자의 옆을 지나는 경우
에는 안전한 거리를 두고 서행하여야 하며, 보행자의 통행에 방해가 될 때에는 서행하거나
일시정지하여 보행자가 안전하게 통행할 수 있도록 하여야 한다.
2. 보행자우선도로
⊙ 도로교통법 제28조의2(보행자우선도로)
시·도경찰청장이나 경찰"
과실비율인정기준,111,보30,,40,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:110; 기본 과실비율:40; 시야장애:+20; 후 출발:-10; 의 현저한 과실:-10; 의 중대한 과실:-20; 의 기본 과실비율을:40; 의 과실을:20,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 110
보행자 위험행위 사고
보30
(보) 차도에서 놀기, 누워 있음
(차) 차도 주행
보행자 기본 과실비율 40
간선도로 +10
① 야간·기타 시야장애 +20
과
실 주택·상점가·학교 -10
비
② 주·정차 후 출발 -10
율
밝은 장소 -10
조
어린이·노인·장애인 -5
정
예 어린이·노인·장애인보호구역 -15
시
③ 차의 현저한 과실 -10
차의 중대한 과실 -20
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
사고 상황
⊙ 도로교통법 제68조 제3항 제1호 내지 제3호에 위반하여 도로에서 술에 취해 갈팡질팡
하는 행위, 교통에 방해되는 방법으로 눕거나 앉거나 서 있는 행위, 교통이 빈번한 도로
에서 놀이를 하는 행위를 하는 사람을 차량이 충격한 사고이다.
기본 과실비율 해설
⊙ 도로에 누워 있는 자(음주자 및 노상유희자 포함)"
과실비율인정기준,112,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:111; 의 과실을:10,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 111
③ 보행자가 도로상에 앉아 있었던 경우와 같이 발견이 용이한 경우에는 이를 차의 현저한
과실로 보고 보행자의 과실을 10%까지 감산할 수 있다.
관련 법규
⊙ 도로교통법 제8조(보행자의 통행)
① 보행자는 보도와 차도가 구분된 도로에서는 언제나 보도로 통행하여야 한다. 다만, 차도를
횡단하는 경우, 도로공사 등으로 보도의 통행이 금지된 경우나 그 밖의 부득이한 경우에는
그러하지 아니하다.
② 보행자는 보도와 차도가 구분되지 아니한 도로 중 중앙선이 있는 도로(일방통행인 경우
에는 차선으로 구분된 도로를 포함한다)에서는 길 가장자리 또는 길가장자리구역으로
통행하여야 한다.
③ 보행자는 다음 각 호의 어느 하나에 해당하는 곳에서는 도로의 전 부분으로 통행할 수 있다.
이 경우 보행자는 고의로 차마의 진행을 방해하여서는 아니 된다.
1. 보도와 차도가 구분되지 아니한 도로 중 중앙선"
과실비율인정기준,113,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:112,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 112
참고 판례
⊙ 서울고등법원 2006. 7. 21. 선고 2006나4320 판결
야간에 편도1차로의 도로에서 B차량이 직진하던 중 전방주시의무를 태만히 한 과실로, 술
에 취하여 그곳 도로에 누워있던 A의 우측 다리부분을 역과하여 상해를 입게 한 사고: A과실
60% (야간·기타시야 장애 수정요소 적용)"
과실비율인정기준,114,보31,,32,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:113; 근거리(:3; 기본 과실비율:0; 시야장애:+10; 의 현저한 과실:-10; 의 중대한 과실:-20,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 113
후진 자동차 근거리(3m 이내) 횡단 사고
보31
(보) 후진차량 3m 이내 횡단
(차) 후진
보행자 기본 과실비율 -
보·차도 구분이 있는 차도 -
① 야간·기타 시야장애 -
과 ② 경음기를 울린 경우 -
실
비 주택·상점가·학교 -
율 ③ 후진개시전 후방에 있던 경우 -
조 어린이·노인·장애인 -
정 어린이·노인·장애인보호구역 -
예
차의 현저한 과실 -
시
차의 중대한 과실 -
보행자 급진입 -
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
후진 자동차 후미 횡단 사고
보32
(보) 후진 차량의 후미 횡단
(차) 후진
보행자 기본 과실비율 0
보·차도 구분이 있는 차도 +5
① 야간·기타 시야장애 +10
과 ② 경음기를 울린 경우 +10
실
비 주택·상점가·학교 -5
율 ③ 후진 개시 전 후방에 있던 경우 -10
조 어린"
과실비율인정기준,115,,,31,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:114; 량 후미로부터:3; 의 보호) 제:6; 의 기본 과실비율을:0; 의 과실을:10; 보도에서 발생한 경우는 보:24; 고는 보:34,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 114
사고 상황
⊙ 보31 아파트, 학교운동장 등에서 차량이 후진하다가 차량의 근거리(차량 후미로부터 3m
이내의 거리, 이하 같다)를 횡단하는 보행자를 충격한 사고이다.
⊙ 보32 아파트, 학교운동장 등에서 차량이 후진하다가 차량의 후미에서 횡단을 하는 보행자를
충격한 사고이다.
기본 과실비율 해설
⊙ 보31 보32 기준과 통합(도로교통법 개정에 따라 보행자 보호 강화)
⊙ 보32 도로교통법 제27조(보행자의 보호) 제6항에 따라 ‘도로 외의 곳’에서의 운전자 서행
및 일시정지 의무를 반영하여, 보행자의 기본 과실비율을 0%로 정하였다.
수정요소(인과관계를 감안한 과실비율 조정) 해설
① 사고가 야간에 발생하였거나 차량에게 기타 시야장애가 있었던 경우 차량의 주의의무가
경감되므로 보행자의 과실을 10%까지 가산할 수 있다.
② 차량이 후진할 때 차량 후진등 외에 경음기등 보행자가 "
과실비율인정기준,116,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:115,,"제1장.
자동차와
보행자의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 115
② 시·도경찰청장은 도로에서의 위험을 방지하고 교통의 안전과 원활한 소통을 확보하기
위하여 특히 필요하다고 인정하는 경우에는 도로의 구간을 지정하여 차마의 횡단이나
유턴 또는 후진을 금지할 수 있다.
③ 차마의 운전자는 길가의 건물이나 주차장 등에서 도로에 들어갈 때에는 일단 정지한 후에
안전한지 확인하면서 서행하여야 한다.
⊙ 도로교통법 제27조(보행자의 보호)
⑥ 모든 차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서 보행자의 옆을 지나는 경우
에는 안전한 거리를 두고 서행하여야 하며, 보행자의 통행에 방해가 될 때에는 서행하거나
일시정지하여 보행자가 안전하게 통행할 수 있도록 하여야 한다.
3. 도로 외의 곳"
